_corrupt_record,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
"",Wiz Khalifa,Logged In,Carlisle,F,12,Long,155.402,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6198,Ink My Whole Body,200,1513781650284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",Santana,Logged In,Mason,M,30,Thomas,262.53016,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5909,Peace On Earth/Mother Earth/Third Stone From The Sun (Medley),200,1513781668284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
"",Band Of Horses,Logged In,Colin,M,2,Simpson,321.14893,paid,"North Port-Sarasota-Bradenton, FL",PUT,NextSong,1487717495284,4690,The Funeral (Album Version),200,1513781681284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",621
"",Vienna State Opera Orchestra,Logged In,Jesus,M,6,Fischer,605.88363,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1505667635284,2273,An der SchÃÂ¶nen Blauen Donau (On the Beautiful Blue Danube)_ Op. 314: Waltz,200,1513781682284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2274
"",Organismen,Logged In,Dreden,M,1,Rodriguez,226.63791,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,6095,Den Vita Kaninen (prod. Dj Large),200,1513781686284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
"","",Logged In,Jesus,M,7,Fischer,"",free,"Atlanta-Sandy Springs-Roswell, GA",GET,Help,1505667635284,2273,"",200,1513781696284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2274
"",Lifehouse,Logged In,Natalie,F,3,Carey,286.82404,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1504990617284,6225,Walking Away,200,1513781699284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1281
"","",Logged In,Kayla,F,0,Frazier,"",free,"Dallas-Fort Worth-Arlington, TX",GET,Home,1511918706284,2758,"",200,1513781704284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2759
"","",Logged In,Corinne,F,0,Todd,"",free,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1499079426284,6193,"",200,1513781719284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,527
"",The Killers,Logged In,Evelin,F,12,Benjamin,258.87302,paid,"Key West, FL",PUT,NextSong,1512655967284,236,On Top,200,1513781723284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",237
"",Charttraxx Karaoke,Logged In,Enrique,M,69,Miller,225.17506,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5962,Fireflies,200,1513781726284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",The Gaslight Anthem,Logged In,Corinne,F,1,Todd,185.12934,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1499079426284,6193,Great Expectations,200,1513781726284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,527
"",Libra,Logged In,Damarco,M,15,Cooper,394.26567,paid,"Winston-Salem, NC",PUT,NextSong,1510023739284,6074,Anomaly: Calling Your Name,200,1513781754284,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,1647
"",Daft Punk,Logged In,Kayla,F,1,Frazier,431.43791,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511918706284,2758,Burnin' / Too Long,200,1513781754284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2759
"",Dion & The Belmonts,Logged In,Jack,M,5,Kelly,152.31955,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1492304380284,5341,A Teenager In Love,200,1513781756284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1869
"","",Logged In,Jack,M,6,Kelly,"",free,"Los Angeles-Long Beach-Anaheim, CA",GET,Upgrade,1492304380284,5341,"",200,1513781765284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1869
"","",Logged In,Jack,M,7,Kelly,"",free,"Los Angeles-Long Beach-Anaheim, CA",PUT,Submit Upgrade,1492304380284,5341,"",307,1513781766284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1869
"","",Logged In,Kayla,F,2,Frazier,"",free,"Dallas-Fort Worth-Arlington, TX",GET,Home,1511918706284,2758,"",200,1513781769284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2759
"","",Logged In,Anderson,M,0,Smith,"",free,"Minneapolis-St. Paul-Bloomington, MN-WI",GET,Home,1503988280284,5761,"",200,1513781770284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",893
"","",Logged In,Jordan,M,0,Goodman,"",free,"Austin-Round Rock, TX",GET,Home,1512229364284,3416,"",200,1513781772284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2319
"",Shakira,Logged In,Isabel,F,0,Flores,189.20444,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1505930978284,1410,Loba,200,1513781775284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1411
"",Sergent Garcia,Logged In,Kenneth,M,31,Miller,301.66159,paid,"Orlando-Kissimmee-Sanford, FL",PUT,NextSong,1504392245284,2731,Nada Tiene Final,200,1513781781284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2732
"",Carolina Chocolate Drops,Logged In,Kemari,M,12,Ortiz,189.75302,paid,"Allentown-Bethlehem-Easton, PA-NJ",PUT,NextSong,1513509681284,1173,Cornbread And Butterbeans (Album Version),200,1513781791284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),1174
"",P. Diddy feat. The Notorious B.I.G._ The Lox_ Lil' Kim,Logged In,Jeffrey,M,19,Kramer,277.86404,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1513436777284,6082,All About The Benjamins (Album Version),200,1513781794284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",761
"",Skinlab,Logged In,Gabriel,M,20,Murphy,260.51873,paid,"Dayton, OH",PUT,NextSong,1513526225284,643,Bullet With Butterfly Wings (smashing Pumpkins Cover),200,1513781803284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",644
"","",Logged In,Kemari,M,13,Ortiz,"",paid,"Allentown-Bethlehem-Easton, PA-NJ",GET,Home,1513509681284,1173,"",200,1513781804284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),1174
"",the bird and the bee,Logged In,Carlisle,F,13,Long,246.59546,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6198,Love Letter To Japan,200,1513781805284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"","",Logged In,Jack,M,8,Kelly,"",paid,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1492304380284,5341,"",200,1513781809284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1869
"",Orgy,Logged In,Gillian,F,7,Gonzalez,247.61424,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1493059502284,5454,Blue Monday,200,1513781815284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",888
"","",Logged In,Jeffrey,M,20,Kramer,"",paid,"Miami-Fort Lauderdale-West Palm Beach, FL",GET,Home,1513436777284,6082,"",200,1513781815284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",761
"",Drowning Pool,Logged In,John,M,13,Reyes,229.35465,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1507977118284,2301,Reason I'm Alive (Explicit),200,1513781857284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2302
"",Louis Armstrong & Duke Ellington,Logged In,Alana,F,4,Glover,331.91138,free,"Coos Bay, OR",PUT,NextSong,1498895962284,1969,I Got It Bad (And That Ain't Good),200,1513781882284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1970
"",Mulatu Astatke,Logged In,Connor,M,6,Gillespie,138.44853,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,5810,I Faram Gami I Faram,200,1513781891284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
"",BjÃÂ¶rk,Logged In,Jack,M,9,Kelly,348.57751,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1492304380284,5341,Undo,200,1513781908284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1869
"",Coldplay,Logged In,Dreden,M,2,Rodriguez,311.27465,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,6095,The Scientist,200,1513781912284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
"",Alison Krauss / Union Station,Logged In,Kade,M,29,Jones,200.12363,paid,"Key West, FL",PUT,NextSong,1508056774284,597,Let Me Touch You For Awhile,200,1513781913284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,598
"",Peter Cetera,Logged In,Tyanna,F,44,Jones,255.52934,paid,"Cedartown, GA",PUT,NextSong,1487337122284,2293,Best Of Times (Album Version),200,1513781920284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2294
"",Biosphere,Logged In,Mason,M,31,Thomas,470.62159,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5909,The Silent Orchestra,200,1513781930284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
"",Zuzana Navarova & KOA,Logged In,Luke,M,3,Hicks,162.95138,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1507834265284,1398,Cesta dom',200,1513781933284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1399
"",Skillet,Logged In,Elliot,F,1,Graham,210.02404,free,"Cleveland-Elyria, OH",PUT,NextSong,1500427990284,2872,Falling Inside The Black (Album Version),200,1513781933284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2873
"",Man Man,Logged In,Enrique,M,70,Miller,199.65342,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5962,Harpoon Fever (Queequeg's Playhouse),200,1513781951284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"","",Logged In,Jacob,M,1,Murphy,"",free,"Jackson, MI",GET,Error,1479312267284,6178,"",404,1513781964284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1964
"",RÃÂ¶yksopp,Logged In,Isabel,F,1,Flores,295.8624,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1505930978284,1410,Only This Moment (RÃÂ¶yksopps Forsiktige Massasje),200,1513781964284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1411
"",Talib Kweli,Logged In,Kemari,M,14,Ortiz,217.7824,paid,"Allentown-Bethlehem-Easton, PA-NJ",PUT,NextSong,1513509681284,1173,Back Up Offa Me,200,1513781980284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),1174
"",Angels and Airwaves,Logged In,Cassidy,F,8,Johnson,270.41914,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1505458106284,6262,Good Day,200,1513781980284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",1117
"",Coldplay,Logged In,Evelin,F,13,Benjamin,331.17995,paid,"Key West, FL",PUT,NextSong,1512655967284,236,Warning Sign,200,1513781981284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",237
"",Bryan Ferry,Logged In,Natalie,F,4,Carey,166.79138,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1504990617284,6225,Casanova (1999 Digital Remaster),200,1513781985284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1281
"",ManÃÂ¡,Logged In,Colin,M,3,Simpson,262.81751,paid,"North Port-Sarasota-Bradenton, FL",PUT,NextSong,1487717495284,4690,Mariposa traicionera,200,1513782002284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",621
"",Evanescence,Logged In,Carlisle,F,14,Long,224.07791,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6198,Lithium (Album Version - Clean),200,1513782051284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",Angus & Julia Stone,Logged In,Gillian,F,8,Gonzalez,225.27955,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1493059502284,5454,Paper Aeroplane,200,1513782062284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",888
"",Lisa Marie Presley,Logged In,Gabriel,M,21,Murphy,225.04444,paid,"Dayton, OH",PUT,NextSong,1513526225284,643,Lights Out (Final LP Version),200,1513782063284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",644
"",Paramore,Logged In,Jeffrey,M,21,Kramer,203.59791,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1513436777284,6082,Stop This Song (Love Sick Melody) (Bonus Version),200,1513782071284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",761
"",The Crystals / Darlene Love,Logged In,Khori,F,0,Reed,146.20689,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1499836429284,5830,He's A Rebel,200,1513782082284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,392
"",Luigi Tenco,Logged In,Kenneth,M,32,Miller,166.45179,paid,"Orlando-Kissimmee-Sanford, FL",PUT,NextSong,1504392245284,2731,Lontano_ Lontano,200,1513782082284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2732
"",The Misfits,Logged In,John,M,14,Reyes,135.65342,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1507977118284,2301,From Hell They Came,200,1513782086284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2302
"",Dwight Yoakam,Logged In,Luke,M,4,Hicks,239.3073,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1507834265284,1398,You're The One,200,1513782095284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1399
"",Van Halen,Logged In,Addison,F,0,Coleman,228.33587,free,"Orlando-Kissimmee-Sanford, FL",PUT,NextSong,1509128779284,4884,Why Can't This Be Love (Remastered Version),200,1513782102284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2103
"",Guns N' Roses,Logged In,Kade,M,30,Jones,341.36771,paid,"Key West, FL",PUT,NextSong,1508056774284,597,Get In The Ring,200,1513782113284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,598
"",Deadmau5,Logged In,Daegan,M,21,Roberts,521.19465,paid,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1513291220284,2159,Faxing Berlin,200,1513782123284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,2160
"",The Veils,Logged In,Isabella,F,28,Phillips,269.87057,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1511790137284,4971,The Valleys Of New Orleans,200,1513782133284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1668
"",Delorean,Logged In,Nolan,M,0,Wolf,292.44036,free,"Williston, ND",PUT,NextSong,1495702071284,4739,Infinite Desert,200,1513782136284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",742
"",Beats Antique,Logged In,Elliot,F,2,Graham,277.99465,free,"Cleveland-Elyria, OH",PUT,NextSong,1500427990284,2872,Borino,200,1513782143284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2873
"",Kings Of Leon,Logged In,Damarco,M,16,Cooper,231.81016,paid,"Winston-Salem, NC",PUT,NextSong,1510023739284,6074,Use Somebody,200,1513782148284,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,1647
"",Harmonia,Logged In,Enrique,M,71,Miller,655.77751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5962,Sehr kosmisch,200,1513782150284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"","",Logged In,Damarco,M,17,Cooper,"",paid,"Winston-Salem, NC",GET,Home,1510023739284,6074,"",200,1513782166284,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,1647
"","",Logged In,Bryson,M,0,Rivers,"",free,"San Francisco-Oakland-Hayward, CA",GET,Home,1511681461284,3285,"",200,1513782172284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1319
"",Rick James,Logged In,Tyanna,F,45,Jones,483.60444,paid,"Cedartown, GA",PUT,NextSong,1487337122284,2293,You And I,200,1513782175284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2294
"",Casuarina,Logged In,Bryson,M,1,Rivers,253.04771,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1511681461284,3285,Retalhos De Cetim,200,1513782180284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1319
"",Five Iron Frenzy,Logged In,Kayla,F,3,Frazier,236.09424,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511918706284,2758,Canada,200,1513782185284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2759
"","",Logged In,Carlisle,F,15,Long,"",paid,"Trenton, NJ",GET,Downgrade,1504984277284,6198,"",200,1513782188284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",Slipknot,Logged In,Ambree,F,0,Webster,262.97424,free,"Seattle-Tacoma-Bellevue, WA",PUT,NextSong,1508204119284,6363,Circle (Album Version),200,1513782193284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",623
"",Tracy Chapman,Logged In,Kemari,M,15,Ortiz,295.96689,paid,"Allentown-Bethlehem-Easton, PA-NJ",PUT,NextSong,1513509681284,1173,I'm Ready (LP Version),200,1513782197284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),1174
"","",Logged In,Rashaan,M,0,Allen,"",free,"Seattle-Tacoma-Bellevue, WA",GET,Home,1496186310284,5943,"",200,1513782221284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2593
"",Wiz Khalifa,Logged In,John,M,15,Reyes,227.36934,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1507977118284,2301,All In My Blood [Pittsburgh Sound] [Radio Edit],200,1513782221284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2302
"",Hindi Zahra,Logged In,Dreden,M,3,Rodriguez,196.30975,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,6095,Oursoul (Album Version),200,1513782223284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
"",Steve Goodman,Logged In,Rashaan,M,1,Allen,297.27302,free,"Seattle-Tacoma-Bellevue, WA",PUT,NextSong,1496186310284,5943,Men Who Love Women Who Love Men,200,1513782235284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2593
"",Massive Attack,Logged In,Cassidy,F,9,Johnson,165.79873,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1505458106284,6262,You've Never Had A Dream,200,1513782250284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",1117
"",Douglas Spotted Eagle,Logged In,Jack,M,10,Kelly,219.89832,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1492304380284,5341,Grandfather's Song,200,1513782256284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1869
"",Alter Bridge,Logged In,Isabel,F,2,Flores,478.14485,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1505930978284,1410,Blackbird,200,1513782259284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1411
"","",Logged In,Carlos,M,0,Clarke,"",free,"Selinsgrove, PA",GET,Home,1511124600284,6422,"",200,1513782264284,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,2756
"",Twiztid,Logged In,Colin,M,4,Simpson,361.50812,paid,"North Port-Sarasota-Bradenton, FL",PUT,NextSong,1487717495284,4690,She Ain't Afraid,200,1513782264284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",621
"",Subhumans,Logged In,Jeffrey,M,22,Kramer,209.37098,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1513436777284,6082,Rain,200,1513782274284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",761
"",Bill Doggett,Logged In,Carlisle,F,16,Long,160.13016,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6198,Shove Off,200,1513782275284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",Blank & Jones,Logged In,Ryan,M,0,Carrillo,245.86404,free,"Bend-Redmond, OR",PUT,NextSong,1475799838284,4250,Nuits Blanches,200,1513782278284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1005
"",James Blunt,Logged In,Jesus,M,8,Fischer,257.95873,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1505667635284,2273,Goodbye My Lover,200,1513782287284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2274
